symbol,sector,industry,sector_key,industry_key
ASIANPAINT.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
SOLARINDS.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
PIDILITIND.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
LINDEINDIA.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
BERGEPAINT.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
FLUOROCHEM.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
HSCL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
ACUTAAS.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
AETHER.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
ATUL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
AARTIIND.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
KANSAINER.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
GRWRHITECH.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
BASF.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
FINEORG.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
ANURAS.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
PRIVISCL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
JSWDULUX.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
VINATIORGA.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
SPLPETRO.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
SHAILY.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
PCBL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
JUBLINGREA.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
ALKYLAMINE.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
SUDARSCHEM.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
CLEAN.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
BALAMINES.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
ELANTAS.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
RAIN.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
GALAXYSURF.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
KINGFA.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
NEOGEN.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
RESPONIND.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
INDIGOPNTS.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
GULFOILLUB.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
LXCHEM.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
FCL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
POCL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
VISHNU.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
SOTL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
YASHO.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
ADVENZYMES.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
PREMEXPLN.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
GRAUWEIL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
POLYPLEX.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
TATVA.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
XPROINDIA.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
JUBLCPL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
DDEVPLSTIK.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
ROSSARI.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
APCOTEXIND.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
NOCIL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
KIRIINDUS.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
STALLION.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
VEEDOL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
CAMLINFINE.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
SIRCA.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
GOCLCORP.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
TIRUMALCHM.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
JAICORPLTD.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
TINNARUBR.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
SHK.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
NITTAGELA.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
VIDHIING.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
PAUSHAKLTD.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
SHREEPUSHK.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
PLATIND.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
OAL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
EXCELINDUS.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
ULTRAMAR.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
AVTNPL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
MANALIPETC.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
ESTER.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
SUDARCOLOR.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
TNPETRO.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
PREMIERPOL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
KOTHARIPET.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
GANESHBE.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
AGARIND.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
JAYAGROGN.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
KRONOX.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
PLASTIBLEN.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
SUKHJITS.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
ORIENTCER.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
DICIND.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
VINYLINDIA.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
SHALPAINTS.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
RUBFILA.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
GOACARBON.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
AARTISURF.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
ASAHISONG.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
HPAL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
DYNPRO.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
SRD.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
PODDARMENT.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
TAINWALCHM.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
ARVEE.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
VIKASECO.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
HPIL.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
SAMPANN.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
ABMINTLLTD.NS,Basic Materials,Specialty Chemicals,basic-materials,specialty-chemicals
HINDCOPPER.NS,Basic Materials,Copper,basic-materials,copper
MCL.NS,Basic Materials,Copper,basic-materials,copper
CUBEXTUB.NS,Basic Materials,Copper,basic-materials,copper
RAJMET.NS,Basic Materials,Copper,basic-materials,copper
SAGARDEEP.NS,Basic Materials,Copper,basic-materials,copper
ULTRACEMCO.NS,Basic Materials,Building Materials,basic-materials,building-materials
GRASIM.NS,Basic Materials,Building Materials,basic-materials,building-materials
AMBUJACEM.NS,Basic Materials,Building Materials,basic-materials,building-materials
SHREECEM.NS,Basic Materials,Building Materials,basic-materials,building-materials
JKCEMENT.NS,Basic Materials,Building Materials,basic-materials,building-materials
DALBHARAT.NS,Basic Materials,Building Materials,basic-materials,building-materials
ACC.NS,Basic Materials,Building Materials,basic-materials,building-materials
RAMCOCEM.NS,Basic Materials,Building Materials,basic-materials,building-materials
INDIACEM.NS,Basic Materials,Building Materials,basic-materials,building-materials
JSWCEMENT.NS,Basic Materials,Building Materials,basic-materials,building-materials
NUVOCO.NS,Basic Materials,Building Materials,basic-materials,building-materials
STARCEMENT.NS,Basic Materials,Building Materials,basic-materials,building-materials
BIRLACORPN.NS,Basic Materials,Building Materials,basic-materials,building-materials
JKLAKSHMI.NS,Basic Materials,Building Materials,basic-materials,building-materials
PRSMJOHNSN.NS,Basic Materials,Building Materials,basic-materials,building-materials
MIDWESTLTD.NS,Basic Materials,Building Materials,basic-materials,building-materials
HEIDELBERG.NS,Basic Materials,Building Materials,basic-materials,building-materials
EUROPRATIK.NS,Basic Materials,Building Materials,basic-materials,building-materials
ORIENTCEM.NS,Basic Materials,Building Materials,basic-materials,building-materials
MANGLMCEM.NS,Basic Materials,Building Materials,basic-materials,building-materials
SAGCEM.NS,Basic Materials,Building Materials,basic-materials,building-materials
KCP.NS,Basic Materials,Building Materials,basic-materials,building-materials
IFGLEXPOR.NS,Basic Materials,Building Materials,basic-materials,building-materials
SHREDIGCEM.NS,Basic Materials,Building Materials,basic-materials,building-materials
NCLIND.NS,Basic Materials,Building Materials,basic-materials,building-materials
DECCANCE.NS,Basic Materials,Building Materials,basic-materials,building-materials
SAURASHCEM.NS,Basic Materials,Building Materials,basic-materials,building-materials
ACL.NS,Basic Materials,Building Materials,basic-materials,building-materials
APCL.NS,Basic Materials,Building Materials,basic-materials,building-materials
GSLSU.NS,Basic Materials,Building Materials,basic-materials,building-materials
BVCL.NS,Basic Materials,Building Materials,basic-materials,building-materials
JSWSTEEL.NS,Basic Materials,Steel,basic-materials,steel
TATASTEEL.NS,Basic Materials,Steel,basic-materials,steel
LLOYDSME.NS,Basic Materials,Steel,basic-materials,steel
JINDALSTEL.NS,Basic Materials,Steel,basic-materials,steel
NMDC.NS,Basic Materials,Steel,basic-materials,steel
SAIL.NS,Basic Materials,Steel,basic-materials,steel
JSL.NS,Basic Materials,Steel,basic-materials,steel
APLAPOLLO.NS,Basic Materials,Steel,basic-materials,steel
WELCORP.NS,Basic Materials,Steel,basic-materials,steel
SHYAMMETL.NS,Basic Materials,Steel,basic-materials,steel
KIOCL.NS,Basic Materials,Steel,basic-materials,steel
RATNAMANI.NS,Basic Materials,Steel,basic-materials,steel
SARDAEN.NS,Basic Materials,Steel,basic-materials,steel
JINDALSAW.NS,Basic Materials,Steel,basic-materials,steel
GPIL.NS,Basic Materials,Steel,basic-materials,steel
GALLANTT.NS,Basic Materials,Steel,basic-materials,steel
USHAMART.NS,Basic Materials,Steel,basic-materials,steel
VISL.NS,Basic Materials,Steel,basic-materials,steel
NSLNISP.NS,Basic Materials,Steel,basic-materials,steel
LLOYDSENT.NS,Basic Materials,Steel,basic-materials,steel
SANDUMA.NS,Basic Materials,Steel,basic-materials,steel
JAYNECOIND.NS,Basic Materials,Steel,basic-materials,steel
MAHSEAMLES.NS,Basic Materials,Steel,basic-materials,steel
MIDHANI.NS,Basic Materials,Steel,basic-materials,steel
SUNFLAG.NS,Basic Materials,Steel,basic-materials,steel
SURYAROSNI.NS,Basic Materials,Steel,basic-materials,steel
GOODLUCK.NS,Basic Materials,Steel,basic-materials,steel
BANSALWIRE.NS,Basic Materials,Steel,basic-materials,steel
KSL.NS,Basic Materials,Steel,basic-materials,steel
MANINDS.NS,Basic Materials,Steel,basic-materials,steel
VENUSPIPES.NS,Basic Materials,Steel,basic-materials,steel
SAMBHV.NS,Basic Materials,Steel,basic-materials,steel
STEELCAS.NS,Basic Materials,Steel,basic-materials,steel
JTLIND.NS,Basic Materials,Steel,basic-materials,steel
MAITHANALL.NS,Basic Materials,Steel,basic-materials,steel
VSSL.NS,Basic Materials,Steel,basic-materials,steel
RAJRATAN.NS,Basic Materials,Steel,basic-materials,steel
RHETAN.NS,Basic Materials,Steel,basic-materials,steel
PRAKASH.NS,Basic Materials,Steel,basic-materials,steel
ORISSAMINE.NS,Basic Materials,Steel,basic-materials,steel
MUKANDLTD.NS,Basic Materials,Steel,basic-materials,steel
MSPL.NS,Basic Materials,Steel,basic-materials,steel
HITECH.NS,Basic Materials,Steel,basic-materials,steel
STEELXIND.NS,Basic Materials,Steel,basic-materials,steel
BHARATWIRE.NS,Basic Materials,Steel,basic-materials,steel
ELECTHERM.NS,Basic Materials,Steel,basic-materials,steel
MAHASTEEL.NS,Basic Materials,Steel,basic-materials,steel
AEROENTER.NS,Basic Materials,Steel,basic-materials,steel
RATNAVEER.NS,Basic Materials,Steel,basic-materials,steel
HARIOMPIPE.NS,Basic Materials,Steel,basic-materials,steel
MWL.NS,Basic Materials,Steel,basic-materials,steel
RSL.NS,Basic Materials,Steel,basic-materials,steel
SALASAR.NS,Basic Materials,Steel,basic-materials,steel
SCODATUBES.NS,Basic Materials,Steel,basic-materials,steel
SHIVAUM.NS,Basic Materials,Steel,basic-materials,steel
BMWVENTLTD.NS,Basic Materials,Steel,basic-materials,steel
VRAJ.NS,Basic Materials,Steel,basic-materials,steel
SHAH.NS,Basic Materials,Steel,basic-materials,steel
SURAJLTD.NS,Basic Materials,Steel,basic-materials,steel
BEDMUTHA.NS,Basic Materials,Steel,basic-materials,steel
VSTL.NS,Basic Materials,Steel,basic-materials,steel
SICAGEN.NS,Basic Materials,Steel,basic-materials,steel
VASWANI.NS,Basic Materials,Steel,basic-materials,steel
INCREDIBLE.NS,Basic Materials,Steel,basic-materials,steel
KAMOPAINTS.NS,Basic Materials,Steel,basic-materials,steel
KRITIKA.NS,Basic Materials,Steel,basic-materials,steel
SHAHALLOYS.NS,Basic Materials,Steel,basic-materials,steel
HISARMETAL.NS,Basic Materials,Steel,basic-materials,steel
ZENITHSTL.NS,Basic Materials,Steel,basic-materials,steel
PRAKASHSTL.NS,Basic Materials,Steel,basic-materials,steel
ASHOKAMET.NS,Basic Materials,Steel,basic-materials,steel
COROMANDEL.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
FACT.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
UPL.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
PIIND.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
SUMICHEM.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
BAYERCROP.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
CHAMBLFERT.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
PARADEEP.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
EIDPARRY.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
SHARDACROP.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
RCF.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
GSFC.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
MBAPL.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
NACLIND.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
RALLIS.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
DHANUKA.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
KRISHANA.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
KSCL.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
NFL.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
BHAGCHEM.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
GSPCROP.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
BHARATRAS.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
INSECTICID.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
IPL.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
ASTEC.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
SPIC.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
MOL.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
MADRASFERT.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
ZUARI.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
DHARMAJ.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
ADVANCE.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
HERANBA.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
BESTAGRO.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
ARIES.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
IGCL.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
RAMAPHO.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
NATHBIOGEN.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
SIKKO.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
INDOUS.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
NARMADA.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
OSWALSEEDS.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
AGROPHOS.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
BOHRAIND.NS,Basic Materials,Agricultural Inputs,basic-materials,agricultural-inputs
HINDZINC.NS,Basic Materials,Other Industrial Metals & Mining,basic-materials,other-industrial-metals-mining
VEDL.NS,Basic Materials,Other Industrial Metals & Mining,basic-materials,other-industrial-metals-mining
VOGL.NS,Basic Materials,Other Industrial Metals & Mining,basic-materials,other-industrial-metals-mining
JAINREC.NS,Basic Materials,Other Industrial Metals & Mining,basic-materials,other-industrial-metals-mining
IMFA.NS,Basic Materials,Other Industrial Metals & Mining,basic-materials,other-industrial-metals-mining
ASHAPURMIN.NS,Basic Materials,Other Industrial Metals & Mining,basic-materials,other-industrial-metals-mining
MOIL.NS,Basic Materials,Other Industrial Metals & Mining,basic-materials,other-industrial-metals-mining
JGCHEM.NS,Basic Materials,Other Industrial Metals & Mining,basic-materials,other-industrial-metals-mining
20MICRONS.NS,Basic Materials,Other Industrial Metals & Mining,basic-materials,other-industrial-metals-mining
BONLON.NS,Basic Materials,Other Industrial Metals & Mining,basic-materials,other-industrial-metals-mining
ARENTERP.NS,Basic Materials,Other Industrial Metals & Mining,basic-materials,other-industrial-metals-mining
CMPDI.NS,Basic Materials,Other Industrial Metals & Mining,basic-materials,other-industrial-metals-mining
NAVINFLUOR.NS,Basic Materials,Chemicals,basic-materials,chemicals
DEEPAKNTR.NS,Basic Materials,Chemicals,basic-materials,chemicals
DEEPAKFERT.NS,Basic Materials,Chemicals,basic-materials,chemicals
TATACHEM.NS,Basic Materials,Chemicals,basic-materials,chemicals
INDIAGLYCO.NS,Basic Materials,Chemicals,basic-materials,chemicals
GNFC.NS,Basic Materials,Chemicals,basic-materials,chemicals
ACI.NS,Basic Materials,Chemicals,basic-materials,chemicals
RPEL.NS,Basic Materials,Chemicals,basic-materials,chemicals
EPIGRAL.NS,Basic Materials,Chemicals,basic-materials,chemicals
GUJALKALI.NS,Basic Materials,Chemicals,basic-materials,chemicals
ELLEN.NS,Basic Materials,Chemicals,basic-materials,chemicals
GHCL.NS,Basic Materials,Chemicals,basic-materials,chemicals
STYRENIX.NS,Basic Materials,Chemicals,basic-materials,chemicals
FOSECOIND.NS,Basic Materials,Chemicals,basic-materials,chemicals
CHEMPLASTS.NS,Basic Materials,Chemicals,basic-materials,chemicals
BEPL.NS,Basic Materials,Chemicals,basic-materials,chemicals
SANSTAR.NS,Basic Materials,Chemicals,basic-materials,chemicals
INDOBORAX.NS,Basic Materials,Chemicals,basic-materials,chemicals
PUNJABCHEM.NS,Basic Materials,Chemicals,basic-materials,chemicals
DCW.NS,Basic Materials,Chemicals,basic-materials,chemicals
IGPL.NS,Basic Materials,Chemicals,basic-materials,chemicals
GODAVARIB.NS,Basic Materials,Chemicals,basic-materials,chemicals
ANDHRSUGAR.NS,Basic Materials,Chemicals,basic-materials,chemicals
AMNPLST.NS,Basic Materials,Chemicals,basic-materials,chemicals
GULPOLY.NS,Basic Materials,Chemicals,basic-materials,chemicals
GEMAROMA.NS,Basic Materials,Chemicals,basic-materials,chemicals
SRHHYPOLTD.NS,Basic Materials,Chemicals,basic-materials,chemicals
UNIENTER.NS,Basic Materials,Chemicals,basic-materials,chemicals
DMCC.NS,Basic Materials,Chemicals,basic-materials,chemicals
TRANSPEK.NS,Basic Materials,Chemicals,basic-materials,chemicals
PRIMO.NS,Basic Materials,Chemicals,basic-materials,chemicals
LORDSCHLO.NS,Basic Materials,Chemicals,basic-materials,chemicals
DIAMINESQ.NS,Basic Materials,Chemicals,basic-materials,chemicals
ISHANCH.NS,Basic Materials,Chemicals,basic-materials,chemicals
IGIL.NS,Basic Materials,Other Precious Metals & Mining,basic-materials,other-precious-metals-mining
HINDALCO.NS,Basic Materials,Aluminum,basic-materials,aluminum
VAML.NS,Basic Materials,Aluminum,basic-materials,aluminum
NATIONALUM.NS,Basic Materials,Aluminum,basic-materials,aluminum
ARFIN.NS,Basic Materials,Aluminum,basic-materials,aluminum
MMP.NS,Basic Materials,Aluminum,basic-materials,aluminum
MAANALU.NS,Basic Materials,Aluminum,basic-materials,aluminum
MANAKALUCO.NS,Basic Materials,Aluminum,basic-materials,aluminum
CENTEXT.NS,Basic Materials,Aluminum,basic-materials,aluminum
GOYALALUM.NS,Basic Materials,Aluminum,basic-materials,aluminum
CMRGREEN.NS,Basic Materials,Aluminum,basic-materials,aluminum
CENTURYPLY.NS,Basic Materials,Lumber & Wood Production,basic-materials,lumber-wood-production
GREENPLY.NS,Basic Materials,Lumber & Wood Production,basic-materials,lumber-wood-production
GREENPANEL.NS,Basic Materials,Lumber & Wood Production,basic-materials,lumber-wood-production
ARCHIDPLY.NS,Basic Materials,Lumber & Wood Production,basic-materials,lumber-wood-production
WIPL.NS,Basic Materials,Lumber & Wood Production,basic-materials,lumber-wood-production
BHARATCOAL.NS,Basic Materials,Coking Coal,basic-materials,coking-coal
JKPAPER.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
WSTCSTPAPR.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
SESHAPAPER.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
ANDHRAPAP.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
TNPL.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
PDMJEPAPER.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
NRAIL.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
KUANTUM.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
SATIA.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
EMAMIPAP.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
ORIENTPPR.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
PAKKA.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
RUCHIRA.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
GENUSPAPER.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
STARPAPER.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
SHREYANIND.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
MAGNUM.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
SUNDARAM.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
MALUPAPER.NS,Basic Materials,Paper & Paper Products,basic-materials,paper-paper-products
NAUKRI.NS,Communication Services,Internet Content & Information,communication-services,internet-content-information
INDIAMART.NS,Communication Services,Internet Content & Information,communication-services,internet-content-information
JUSTDIAL.NS,Communication Services,Internet Content & Information,communication-services,internet-content-information
MATRIMONY.NS,Communication Services,Internet Content & Information,communication-services,internet-content-information
DGCONTENT.NS,Communication Services,Internet Content & Information,communication-services,internet-content-information
BHARTIARTL.NS,Communication Services,Telecom Services,communication-services,telecom-services
IDEA.NS,Communication Services,Telecom Services,communication-services,telecom-services
INDUSTOWER.NS,Communication Services,Telecom Services,communication-services,telecom-services
BHARTIHEXA.NS,Communication Services,Telecom Services,communication-services,telecom-services
TATACOMM.NS,Communication Services,Telecom Services,communication-services,telecom-services
RAILTEL.NS,Communication Services,Telecom Services,communication-services,telecom-services
TTML.NS,Communication Services,Telecom Services,communication-services,telecom-services
ROUTE.NS,Communication Services,Telecom Services,communication-services,telecom-services
MTNL.NS,Communication Services,Telecom Services,communication-services,telecom-services
SUYOG.NS,Communication Services,Telecom Services,communication-services,telecom-services
GTL.NS,Communication Services,Telecom Services,communication-services,telecom-services
PFOCUS.NS,Communication Services,Entertainment,communication-services,entertainment
PVRINOX.NS,Communication Services,Entertainment,communication-services,entertainment
SAREGAMA.NS,Communication Services,Entertainment,communication-services,entertainment
TIPSMUSIC.NS,Communication Services,Entertainment,communication-services,entertainment
NETWORK18.NS,Communication Services,Entertainment,communication-services,entertainment
IMAGICAA.NS,Communication Services,Entertainment,communication-services,entertainment
HATHWAY.NS,Communication Services,Entertainment,communication-services,entertainment
DEN.NS,Communication Services,Entertainment,communication-services,entertainment
BALAJITELE.NS,Communication Services,Entertainment,communication-services,entertainment
GTPL.NS,Communication Services,Entertainment,communication-services,entertainment
NDLVENTURE.NS,Communication Services,Entertainment,communication-services,entertainment
CINELINE.NS,Communication Services,Entertainment,communication-services,entertainment
UFO.NS,Communication Services,Entertainment,communication-services,entertainment
TIPSFILMS.NS,Communication Services,Entertainment,communication-services,entertainment
BTML.NS,Communication Services,Entertainment,communication-services,entertainment
CINEVISTA.NS,Communication Services,Entertainment,communication-services,entertainment
PNC.NS,Communication Services,Entertainment,communication-services,entertainment
RADAAN.NS,Communication Services,Entertainment,communication-services,entertainment
SILLYMONKS.NS,Communication Services,Entertainment,communication-services,entertainment
CREATIVEYE.NS,Communication Services,Entertainment,communication-services,entertainment
AFFLE.NS,Communication Services,Advertising Agencies,communication-services,advertising-agencies
BCG.NS,Communication Services,Advertising Agencies,communication-services,advertising-agencies
SIGNPOST.NS,Communication Services,Advertising Agencies,communication-services,advertising-agencies
